Row 1: Num | ID | Work Item Type | Title | Test Step | Step Action | Step Expected | Area Path
Row 994:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 995:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 996:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 997:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 998:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 999:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 1000:  |  |  |  | 4 | selected "Local Device Security Options" -  "Network access and security"  <NL> Set "Restrict remote RPC connections to SAM" settings to "Allow" - "Security Descriptor" settings to "west1" and "Next" |  <NL>  | 
Row 1001:  |  |  |  | 5 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 1002:  |  |  |  | 5.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 1003:  |  |  |  | 5.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 1004:  |  |  |  | 5.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 1005:  |  |  |  | 5.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 1006:  |  |  |  | 6 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 1007:  |  |  |  | 6.1 | Open the "Settings" App |  <NL>  | 
Row 1008:  |  |  |  | 6.2 | Click "Accounts" |  <NL>  | 
Row 1009:  |  |  |  | 6.3 | Click "Access work or School" |  <NL>  | 
Row 1010:  |  |  |  | 6.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 1011:  |  |  |  | 6.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 1012:  |  |  |  | 6.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 1013:  |  |  |  | 6.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 1014:  |  |  |  | 7 | In the same window that was used at step 6. above, locate the "Advanced Diagnostic Report" situated at the bottom of the page, and click on the "Create report" button.  <NL>  |  <NL>  | 
Row 1015:  |  |  |  | 8 | Click the "Export" button in the popup window - this will cause the log files to be exported to the file "c:\users\Public\Documents\MDMDiagnostics\MDMDiagReport.html" <NL>  |  <NL>  | 
Row 1016:  |  |  |  | 9 | Double click on the file name, by default it will open with Edge. <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”RestrictClientsAllowedToMakeRemoteCallsToSAM“. <NL> RestrictClientsAllowedToMakeRemoteCallsToSAM Should be west1. <NL>  | 
Row 1017:  |  |  |  | 10 | Reopen the profile and changed the settings to "Not Configured" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can't find ”RestrictClientsAllowedToMakeRemoteCallsToSAM“.  | 
Row 1018: 40 | 8926615 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][Network access and security]: Minimum Session Security For NTLM SSP Based Clients |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 1019:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 1020:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 1021:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 1022:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 1023:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 1024:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 1025:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 1026:  |  |  |  | 4 | selected "Local Device Security Options" -  "Network access and security"  <NL> Set "Minimum Session Security For NTLM SSP Based Clients" settings to "Require NTLMv2 session security" and "Next" |  <NL>  | 
Row 1027:  |  |  |  | 5 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 1028:  |  |  |  | 5.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 1029:  |  |  |  | 5.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 1030:  |  |  |  | 5.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 1031:  |  |  |  | 5.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 1032:  |  |  |  | 6 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 1033:  |  |  |  | 6.1 | Open the "Settings" App |  <NL>  | 
Row 1034:  |  |  |  | 6.2 | Click "Accounts" |  <NL>  | 
Row 1035:  |  |  |  | 6.3 | Click "Access work or School" |  <NL>  | 
Row 1036:  |  |  |  | 6.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 1037:  |  |  |  | 6.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 1038:  |  |  |  | 6.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 1039:  |  |  |  | 6.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 1040:  |  |  |  | 7 | In the same window that was used at step 6. above, locate the "Advanced Diagnostic Report" situated at the bottom of the page, and click on the "Create report" button.  <NL>  |  <NL>  | 
Row 1041:  |  |  |  | 8 | Click the "Export" button in the popup window - this will cause the log files to be exported to the file "c:\users\Public\Documents\MDMDiagnostics\MDMDiagReport.html" <NL>  |  <NL>  | 
Row 1042:  |  |  |  | 9 | Double click on the file name, by default it will open with Edge. <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”NetworkSecurity_MinimumSessionSecurityForNTLMSSPBasedClients“. <NL> NetworkSecurity_MinimumSessionSecurityForNTLMSSPBasedClients Should be 524288. <NL>  | 
Row 1043:  |  |  |  | 10 | Reopen the profile and changed the settings to "Require 128-bit encryption" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”NetworkSecurity_MinimumSessionSecurityForNTLMSSPBasedClients“. <NL> NetworkSecurity_MinimumSessionSecurityForNTLMSSPBasedClients Should be 536870912. | 
Row 1044:  |  |  |  | 11 | Reopen the profile and changed the settings to "NTLMv2 and 128-bit encryption" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”NetworkSecurity_MinimumSessionSecurityForNTLMSSPBasedClients“. <NL> NetworkSecurity_MinimumSessionSecurityForNTLMSSPBasedClients Should be 537395200. | 
Row 1045:  |  |  |  | 12 | Reopen the profile and changed the settings to "none" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can't find ”NetworkSecurity_MinimumSessionSecurityForNTLMSSPBasedClients“.  | 
Row 1046: 41 | 8933779 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][Network access and security]: Minimum Session Security For NTLM SSP Based Server |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 1047:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 1048:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 1049:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 1050:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 1051:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 1052:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 1053:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 1054:  |  |  |  | 4 | selected "Local Device Security Options" -  "Network access and security"  <NL> Set "Minimum Session Security For NTLM SSP Based Server" settings to "Require NTLMv2 session security" and "Next" |  <NL>  | 
Row 1055:  |  |  |  | 5 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 1056:  |  |  |  | 5.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 1057:  |  |  |  | 5.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 1058:  |  |  |  | 5.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 1059:  |  |  |  | 5.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 1060:  |  |  |  | 6 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 1061:  |  |  |  | 6.1 | Open the "Settings" App |  <NL>  | 
Row 1062:  |  |  |  | 6.2 | Click "Accounts" |  <NL>  | 
Row 1063:  |  |  |  | 6.3 | Click "Access work or School" |  <NL>  | 
Row 1064:  |  |  |  | 6.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 1065:  |  |  |  | 6.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 1066:  |  |  |  | 6.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 1067:  |  |  |  | 6.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 1068:  |  |  |  | 7 | In the same window that was used at step 6. above, locate the "Advanced Diagnostic Report" situated at the bottom of the page, and click on the "Create report" button.  <NL>  |  <NL>  | 
Row 1069:  |  |  |  | 8 | Click the "Export" button in the popup window - this will cause the log files to be exported to the file "c:\users\Public\Documents\MDMDiagnostics\MDMDiagReport.html" <NL>  |  <NL>  | 
Row 1070:  |  |  |  | 9 | Double click on the file name, by default it will open with Edge. <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”NetworkSecurity_MinimumSessionSecurityForNTLMSSPBasedServers“. <NL> NetworkSecurity_MinimumSessionSecurityForNTLMSSPBasedServers Should be 524288. <NL>  | 
Row 1071:  |  |  |  | 10 | Reopen the profile and changed the settings to "Require 128-bit encryption" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”NetworkSecurity_MinimumSessionSecurityForNTLMSSPBasedServers“. <NL> NetworkSecurity_MinimumSessionSecurityForNTLMSSPBasedServers Should be 536870912. | 
Row 1072:  |  |  |  | 11 | Reopen the profile and changed the settings to "NTLMv2 and 128-bit encryption" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”NetworkSecurity_MinimumSessionSecurityForNTLMSSPBasedServers“. <NL> NetworkSecurity_MinimumSessionSecurityForNTLMSSPBasedServers Should be 537395200. | 
Row 1073:  |  |  |  | 12 | Reopen the profile and changed the settings to "none" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can't find ”NetworkSecurity_MinimumSessionSecurityForNTLMSSPBasedServers“.  | 
Row 1074: 42 | 8933850 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][Network access and security]: LAN Manager Authentication Level |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 1075:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 1076:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 1077:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 1078:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 1079:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 1080:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 1081:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 1082:  |  |  |  | 4 | selected "Local Device Security Options" -  "Network access and security"  <NL> Set "LAN Manager Authentication Level" settings to "LM, NTLM and NTLMv2" and "Next" |  <NL>  | 
Row 1083:  |  |  |  | 5 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 1084:  |  |  |  | 5.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 1085:  |  |  |  | 5.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 1086:  |  |  |  | 5.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 1087:  |  |  |  | 5.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 1088:  |  |  |  | 6 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 1089:  |  |  |  | 6.1 | Open the "Settings" App |  <NL>  | 
Row 1090:  |  |  |  | 6.2 | Click "Accounts" |  <NL>  | 
Row 1091:  |  |  |  | 6.3 | Click "Access work or School" |  <NL>  | 
Row 1092:  |  |  |  | 6.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 1093:  |  |  |  | 6.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 1094:  |  |  |  | 6.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 1095:  |  |  |  | 6.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 1096:  |  |  |  | 7 | In the same window that was used at step 6. above, locate the "Advanced Diagnostic Report" situated at the bottom of the page, and click on the "Create report" button.  <NL>  |  <NL>  | 
Row 1097:  |  |  |  | 8 | Click the "Export" button in the popup window - this will cause the log files to be exported to the file "c:\users\Public\Documents\MDMDiagnostics\MDMDiagReport.html" <NL>  |  <NL>  | 
Row 1098:  |  |  |  | 9 | Double click on the file name, by default it will open with Edge. <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”NetworkSecurity_LANManagerAuthenticationLevel“. <NL> NetworkSecurity_LANManagerAuthenticationLevel Should be 1. <NL>  | 
Row 1099:  |  |  |  | 10 | Reopen the profile and changed the settings to "NTLM" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”NetworkSecurity_LANManagerAuthenticationLevel“. <NL> NetworkSecurity_LANManagerAuthenticationLevel Should be 2. | 
Row 1100:  |  |  |  | 11 | Reopen the profile and changed the settings to "NTLMv2" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”NetworkSecurity_LANManagerAuthenticationLevel“. <NL> NetworkSecurity_LANManagerAuthenticationLevel Should be 3. | 
Row 1101:  |  |  |  | 12 | Reopen the profile and changed the settings to "NTLMv2 and not LM" and "Save" the change and "Sync" the Device <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”NetworkSecurity_LANManagerAuthenticationLevel“. <NL> NetworkSecurity_LANManagerAuthenticationLevel Should be 4. | 
Row 1102:  |  |  |  | 13 | Reopen the profile and changed the settings to "NTLMv2 and not LM or NTLM" and "Save" the change and "Sync" the Device <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”NetworkSecurity_LANManagerAuthenticationLevel“. <NL> NetworkSecurity_LANManagerAuthenticationLevel Should be 5. | 
Row 1103:  |  |  |  | 14 | Reopen the profile and changed the settings to "LM and NTLM" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can't find ”NetworkSecurity_LANManagerAuthenticationLevel“.  | 
Row 1104: 43 | 8934720 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][Network access and security]: Insecure Guest Logons |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 1105:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 1106:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 1107:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 1108:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 1109:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 1110:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 1111:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 1112:  |  |  |  | 4 | selected "Local Device Security Options" -  "Network access and security"  <NL> Set "Insecure Guest Logons" settings to "Block" and "Next" |  <NL>  | 
Row 1113:  |  |  |  | 5 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 1114:  |  |  |  | 5.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 1115:  |  |  |  | 5.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 1116:  |  |  |  | 5.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 1117:  |  |  |  | 5.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 1118:  |  |  |  | 6 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 1119:  |  |  |  | 6.1 | Open the "Settings" App |  <NL>  | 
Row 1120:  |  |  |  | 6.2 | Click "Accounts" |  <NL>  | 
Row 1121:  |  |  |  | 6.3 | Click "Access work or School" |  <NL>  | 
Row 1122:  |  |  |  | 6.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 1123:  |  |  |  | 6.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 1124:  |  |  |  | 6.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 1125:  |  |  |  | 6.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 1126:  |  |  |  | 7 | In the same window that was used at step 6. above, locate the "Advanced Diagnostic Report" situated at the bottom of the page, and click on the "Create report" button.  <NL>  |  <NL>  | 
Row 1127:  |  |  |  | 8 | Click the "Export" button in the popup window - this will cause the log files to be exported to the file "c:\users\Public\Documents\MDMDiagnostics\MDMDiagReport.html" <NL>  |  <NL>  | 
Row 1128:  |  |  |  | 9 | Double click on the file name, by default it will open with Edge. <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”EnableInsecureGuestLogons“. <NL> EnableInsecureGuestLogons Should be 0. <NL>  | 
Row 1129:  |  |  |  | 10 | Reopen the profile and changed the settings to "Not Configured" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can't find ”EnableInsecureGuestLogons“.  | 
Row 1130: 44 | 9000494 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][Recovery console and shutdown]: Clear virtual memory pagefile when shutting down |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 1131:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 1132:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 1133:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 1134:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 1135:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 1136:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 1137:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 1138:  |  |  |  | 4 | selected "Local Device Security Options" -  "Recovery console and shutdown"  <NL> Set "Clear virtual memory pagefile when shutting down" settings to "Enable" and "Next" <NL>  |  <NL>  | 
Row 1139:  |  |  |  | 5 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 1140:  |  |  |  | 5.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 1141:  |  |  |  | 5.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 1142:  |  |  |  | 5.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 1143:  |  |  |  | 5.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 1144:  |  |  |  | 6 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 1145:  |  |  |  | 6.1 | Open the "Settings" App |  <NL>  | 
Row 1146:  |  |  |  | 6.2 | Click "Accounts" |  <NL>  | 
Row 1147:  |  |  |  | 6.3 | Click "Access work or School" |  <NL>  | 
Row 1148:  |  |  |  | 6.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 1149:  |  |  |  | 6.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 1150:  |  |  |  | 6.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 1151:  |  |  |  | 6.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 1152:  |  |  |  | 7 | In the same window that was used at step 6. above, locate the "Advanced Diagnostic Report" situated at the bottom of the page, and click on the "Create report" button.  <NL>  |  <NL>  | 
Row 1153:  |  |  |  | 8 | Click the "Export" button in the popup window - this will cause the log files to be exported to the file "c:\users\Public\Documents\MDMDiagnostics\MDMDiagReport.html" <NL>  |  <NL>  | 
Row 1154:  |  |  |  | 9 | Double click on the file name, by default it will open with Edge. <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”Shutdown_ClearVirtualMemoryPageFile“. <NL> Shutdown_ClearVirtualMemoryPageFile Should be 1. <NL>  | 
Row 1155:  |  |  |  | 10 | Reopen the profile and changed the settings to "Not Configured" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can't find ”InteractiveLogon_DoNotDisplayLastSignedIn“.  | 
Row 1156: 45 | 9000563 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][Recovery console and shutdown]: Shutdown without logon |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 1157:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 1158:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 1159:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 1160:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 1161:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 1162:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 1163:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 1164:  |  |  |  | 4 | selected "Local Device Security Options" -  "Recovery console and shutdown"  <NL> Set "Shutdown without logon" settings to "Block" and "Next" <NL>  |  <NL>  | 
Row 1165:  |  |  |  | 5 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 1166:  |  |  |  | 5.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 1167:  |  |  |  | 5.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 1168:  |  |  |  | 5.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 1169:  |  |  |  | 5.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 1170:  |  |  |  | 6 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 1171:  |  |  |  | 6.1 | Open the "Settings" App |  <NL>  | 
Row 1172:  |  |  |  | 6.2 | Click "Accounts" |  <NL>  | 
Row 1173:  |  |  |  | 6.3 | Click "Access work or School" |  <NL>  | 
Row 1174:  |  |  |  | 6.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 1175:  |  |  |  | 6.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 1176:  |  |  |  | 6.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 1177:  |  |  |  | 6.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
